YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,DataValueUnit,DataValueType,DataValue,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,StratificationCategory2,LocationID,TopicID,QuestionID,StratificationCategoryID1
2020,SC,South Carolina,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,%,Age-adjusted Prevalence,22.7,12.2,38.1,Race/Ethnicity,"Multiracial, non-Hispanic",,45,ALC,ALC2_2,RACE
2017,NY,New York,SEDD; SID,Diabetes,Hospitalization with diabetes as a listed diagnosis,,Number,,,,Overall,Overall,,36,DIA,DIA9_0,OVERALL
2012,VA,Virginia,Death Certificate,Cancer,"Cancer of the female breast, mortality",,Average Annual Number,258.0,,,Race/Ethnicity,"Black, non-Hispanic",,51,CAN,CAN5_2,RACE
2010,ND,North Dakota,SEDD; SID,Cardiovascular Disease,Hospitalization for acute myocardial infarction,"cases per 10,000",Age-adjusted Rate,,,,Overall,Overall,,38,CVD,CVD3_2,OVERALL
2011,CO,Colorado,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged >= 65 years with asthma,%,Crude Prevalence,,,,Race/Ethnicity,Hispanic,,8,AST,AST5_2,RACE
2018,ND,North Dakota,CMS Part A Claims Data,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,"cases per 1,000",Age-adjusted Rate,,,,Race/Ethnicity,Hispanic,,38,OLD,OLD1_0,RACE
2019,MA,Massachusetts,BRFSS,Overarching Conditions,Recent activity limitation among adults aged >= 18 years,Number,Mean,1.4,1.0,1.9,Race/Ethnicity,"Other, non-Hispanic",,25,OVC,OVC7_2,RACE
2021,NH,New Hampshire,BRFSS,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,%,Crude Prevalence,,,,Race/Ethnicity,"Black, non-Hispanic",,33,CKD,CKD3_0,RACE
2017,NM,New Mexico,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence","per 100,000",Average Annual Age-adjusted Rate,,,,Race/Ethnicity,Asian or Pacific Islander,,35,CAN,CAN9_1,RACE
2019,ND,North Dakota,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",,Average Annual Number,531.0,,,Race/Ethnicity,"White, non-Hispanic",,38,CAN,CAN5_1,RACE
2017,ND,North Dakota,BRFSS,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with asthma,%,Age-adjusted Prevalence,,,,Race/Ethnicity,Hispanic,,38,AST,AST6_2,RACE
2019,MA,Massachusetts,CMS Part A Claims Data,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,,Number,68,,,Race/Ethnicity,Asian or Pacific Islander,,25,OLD,OLD1_0,RACE
2013,MI,Michigan,Statewide central cancer registries,Cancer,"Invasive cancer of the oral cavity or pharynx, incidence","per 100,000",Average Annual Age-adjusted Rate,0.1,0.1,0.2,Race/Ethnicity,Asian or Pacific Islander,,26,CAN,CAN10_1,RACE
2013,WY,Wyoming,Statewide central cancer registries,Cancer,"Invasive cancer of the cervix, incidence","per 100,000",Average Annual Crude Rate,7.4,6.0,9.0,Race/Ethnicity,"White, non-Hispanic",,56,CAN,CAN6_1,RACE
2013,WV,West Virginia,Statewide central cancer registries,Cancer,"Invasive cancer of the prostate, incidence","per 100,000",Average Annual Age-adjusted Rate,4.7,4.2,5.3,Race/Ethnicity,"Black, non-Hispanic",,54,CAN,CAN11_1,RACE
2013,HI,Hawaii,BRFSS,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease or stroke,%,Age-adjusted Prevalence,67.2,48.5,81.7,Race/Ethnicity,"Multiracial, non-Hispanic",,15,CVD,CVD9_1,RACE
2016,LA,Louisiana,BRFSS,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with asthma,%,Age-adjusted Prevalence,,,,Race/Ethnicity,"Other, non-Hispanic",,22,AST,AST6_2,RACE
2015,RI,Rhode Island,BRFSS,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,%,Age-adjusted Prevalence,,,,Race/Ethnicity,"Multiracial, non-Hispanic",,44,DIA,DIA13_2,RACE
2016,GA,Georgia,BRFSS,Diabetes,Diabetes prevalence among women aged 18-44 years,%,Crude Prevalence,,,,Race/Ethnicity,"Multiracial, non-Hispanic",,13,DIA,DIA2_2,RACE
2016,MO,Missouri,SEDD; SID,Diabetes,Hospitalization with diabetes as a listed diagnosis,,Number,,,,Race/Ethnicity,Asian or Pacific Islander,,29,DIA,DIA9_0,RACE
2019,UT,Utah,Death Certificate,Cancer,"Cancer of the prostate, mortality","per 100,000",Average Annual Crude Rate,,,,Race/Ethnicity,"Black, non-Hispanic",,49,CAN,CAN11_2,RACE
2012,NE,Nebraska,BRFSS,Older Adults,Proportion of older adults aged >= 65 years who are up to date on a core set of clinical preventive services,%,Age-adjusted Prevalence,43.8,42.1,45.5,Race/Ethnicity,"White, non-Hispanic",,31,OLD,OLD3_1,RACE
2020,DE,Delaware,BRFSS,Alcohol,Binge drinking frequency among adults aged >= 18 years who binge drink,Number,Mean,3.6,2.2,5.0,Race/Ethnicity,Hispanic,,10,ALC,ALC3_0,RACE
2018,HI,Hawaii,BRFSS,Oral Health,Six or more teeth lost among adults aged >= 65 years,%,Age-adjusted Prevalence,22.5,19.7,25.5,Overall,Overall,,15,ORH,ORH4_2,OVERALL
2020,KY,Kentucky,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,"cases per 100,000",Age-adjusted Rate,104.3,101.6,107.0,Overall,Overall,,21,CVD,CVD1_3,OVERALL
2018,NJ,New Jersey,BRFSS,Diabetes,Visits to dentist or dental clinic among adults aged >= 18 years with diagnosed diabetes,%,Age-adjusted Prevalence,73.3,57.0,85.1,Gender,Male,,34,DIA,DIA8_0,GENDER
2013,CT,Connecticut,Death Certificate,Cancer,"Cancer of the colon and rectum (colorectal), mortality","per 100,000",Average Annual Crude Rate,4.2,2.9,5.9,Race/Ethnicity,Asian or Pacific Islander,,9,CAN,CAN7_2,RACE
2017,OK,Oklahoma,BRFSS,Alcohol,Binge drinking prevalence among women aged 18-44 years,%,Crude Prevalence,,,,Race/Ethnicity,"Black, non-Hispanic",,40,ALC,ALC2_3,RACE
2019,OH,Ohio,BRFSS,"Nutrition, Physical Activity, and Weight Status",Meeting aerobic physical activity guidelines for substantial health benefits and for muscle-strengthening activity among adults aged >= 18 years,%,Age-adjusted Prevalence,21.0,19.7,22.3,Overall,Overall,,39,NPAW,NPAW11_2,OVERALL
2020,CO,Colorado,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,"cases per 100,000",Crude Rate,,,,Race/Ethnicity,Asian or Pacific Islander,,8,DIA,DIA1_2,RACE
2014,ND,North Dakota,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Age-adjusted Prevalence,22.9,16.3,31.1,Race/Ethnicity,Hispanic,,38,ART,ART1_1,RACE
2015,ME,Maine,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,%,Crude Prevalence,8.1,7.2,9.1,Overall,Overall,,23,ALC,ALC5_1,OVERALL
2019,AR,Arkansas,BRFSS,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with asthma,%,Crude Prevalence,38.3,29.3,48.2,Gender,Female,,5,AST,AST6_1,GENDER
2016,IA,Iowa,BRFSS,Overarching Conditions,Recent physically unhealthy days among adults aged >= 18 years,Number,Mean,3.2,2.9,3.4,Race/Ethnicity,"White, non-Hispanic",,19,OVC,OVC7_1,RACE
2012,GU,Guam,BRFSS,"Nutrition, Physical Activity, and Weight Status",Overweight or obesity among adults aged >= 18 years,%,Crude Prevalence,61.5,58.6,64.3,Overall,Overall,,66,NPAW,NPAW2_1,OVERALL
2015,RI,Rhode Island,BRFSS,Diabetes,Dilated eye examination among adults aged >= 18 years with diagnosed diabetes,%,Crude Prevalence,,,,Race/Ethnicity,"Black, non-Hispanic",,44,DIA,DIA7_0,RACE
2014,CO,Colorado,BRFSS,Tobacco,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years who smoke,%,Crude Prevalence,,,,Race/Ethnicity,"Black, non-Hispanic",,8,TOB,TOB11_2,RACE
2019,HI,Hawaii,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,Number,Number,485.0,,,Gender,Female,,15,DIA,DIA1_1,GENDER
2020,DC,District of Columbia,PRAMS,Tobacco,Cigarette smoking before pregnancy,%,Crude Prevalence,,,,Race/Ethnicity,American Indian or Alaska Native,,11,TOB,TOB1_4,RACE
2019,AL,Alabama,Death Certificate,Cancer,"Cancer of the lung and bronchus, mortality",,Average Annual Number,1738.0,,,Gender,Male,,1,CAN,CAN8_2,GENDER
2016,OR,Oregon,BRFSS,Older Adults,Proportion of older adults aged 50-64 years who are up to date on a core set of clinical preventive services,%,Age-adjusted Prevalence,,,,Race/Ethnicity,"Multiracial, non-Hispanic",,41,OLD,OLD3_2,RACE
2017,GU,Guam,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged 18-64 years with asthma,%,Age-adjusted Prevalence,,,,Race/Ethnicity,Hispanic,,66,AST,AST5_1,RACE
2014,AL,Alabama,NVSS,Asthma,Asthma mortality rate,,Number,22,,,Gender,Male,,1,AST,AST4_1,GENDER
2018,TN,Tennessee,NVSS,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,,Number,750.0,,,Race/Ethnicity,"Black, non-Hispanic",,47,COPD,COPD1_2,RACE
2017,MN,Minnesota,SEDD; SID,Asthma,Emergency department visit rate for asthma,"cases per 10,000",Crude Rate,32.32,31.85,32.8,Overall,Overall,,27,AST,AST2_1,OVERALL
2021,DE,Delaware,BRFSS,Cardiovascular Disease,Cholesterol screening among adults aged >= 18 years,%,Crude Prevalence,92.9,91.4,94.1,Overall,Overall,,10,CVD,CVD4_0,OVERALL
2015,PR,Puerto Rico,BRFSS,"Nutrition, Physical Activity, and Weight Status",Meeting aerobic physical activity guidelines for substantial health benefits among adults aged >= 18 years,%,Age-adjusted Prevalence,34.4,32.7,36.0,Overall,Overall,,72,NPAW,NPAW11_1,OVERALL
2013,NE,Nebraska,BRFSS,Diabetes,Foot examination among adults aged >= 18 years with diagnosed diabetes,%,Crude Prevalence,,,,Race/Ethnicity,Hispanic,,31,DIA,DIA5_0,RACE
2017,GU,Guam,BRFSS,Overarching Conditions,Fair or poor self-rated health status among adults aged >= 18 years,%,Crude Prevalence,22.3,18.5,26.6,Gender,Female,,66,OVC,OVC6_1,GENDER
2013,OR,Oregon,Statewide central cancer registries,Cancer,"Invasive cancer of the cervix, incidence","per 100,000",Average Annual Crude Rate,6.8,6.3,7.3,Gender,Female,,41,CAN,CAN6_1,GENDER
2017,CO,Colorado,Death Certificate,Cancer,"Cancer of the female cervix, mortality",,Average Annual Number,,,,Gender,Male,,8,CAN,CAN6_2,GENDER
2021,ND,North Dakota,BRFSS,Arthritis,Severe joint pain due to arthritis among adults aged >= 18 years who have doctor-diagnosed arthritis,%,Crude Prevalence,24.2,20.8,28.1,Gender,Female,,38,ART,ART2_2,GENDER
2020,NC,North Carolina,NVSS,Alcohol,Chronic liver disease mortality,"cases per 100,000",Age-adjusted Rate,9.3,8.5,10.0,Gender,Female,,37,ALC,ALC6_0,GENDER
2017,HI,Hawaii,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence","per 100,000",Average Annual Crude Rate,101.8,91.4,113.1,Race/Ethnicity,Hispanic,,15,CAN,CAN5_1,RACE
2014,RI,Rhode Island,Statewide central cancer registries,Cancer,"Invasive cancer of the prostate, incidence","per 100,000",Average Annual Age-adjusted Rate,116.4,112.4,120.4,Overall,Overall,,44,CAN,CAN11_1,OVERALL
2015,NE,Nebraska,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Crude Prevalence,,,,Race/Ethnicity,"White, non-Hispanic",,31,CAN,CAN1_0,RACE
2011,IL,Illinois,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Age-adjusted Prevalence,12.3,7.6,19.5,Race/Ethnicity,"Other, non-Hispanic",,17,ART,ART1_1,RACE
2015,PA,Pennsylvania,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease,,Number,5614.0,,,Gender,Male,,42,CKD,CKD1_0,GENDER
2017,KY,Kentucky,SEDD; SID,Diabetes,Hospitalization with diabetes as a listed diagnosis,,Number,111062,,,Race/Ethnicity,"White, non-Hispanic",,21,DIA,DIA9_0,RACE
2015,CO,Colorado,BRFSS,Reproductive Health,Timeliness of routine health care checkup among women aged 18-44 years,%,Crude Prevalence,77.2,61.7,87.6,Race/Ethnicity,"Black, non-Hispanic",,8,RPH,RPH1_0,RACE
2018,CA,California,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence","per 100,000",Average Annual Age-adjusted Rate,,,,Gender,Male,,6,CAN,CAN5_1,GENDER
2018,NE,Nebraska,BRFSS,Chronic Obstructive Pulmonary Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,%,Crude Prevalence,,,,Race/Ethnicity,"Other, non-Hispanic",,31,COPD,COPD8_0,RACE
2013,US,United States,CMS Part A Claims Data,Chronic Obstructive Pulmonary Disease,Hospitalization for chronic obstructive pulmonary disease as first-listed diagnosis among Medicare-eligible persons aged >= 65 years,"cases per 1,000",Crude Rate,11.98,11.4,12.56,Race/Ethnicity,American Indian or Alaska Native,,59,COPD,COPD5_3,RACE
2018,AR,Arkansas,BRFSS,Alcohol,Binge drinking intensity among adults aged >= 18 years who binge drink,Number,Age-adjusted Mean,,,,Race/Ethnicity,Hispanic,,5,ALC,ALC4_0,RACE
2014,NY,New York,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,%,Crude Prevalence,15.0,13.9,16.2,Overall,Overall,,36,ALC,ALC2_2,OVERALL
2013,ND,North Dakota,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who have heart disease,%,Crude Prevalence,,,,Race/Ethnicity,Hispanic,,38,ART,ART1_4,RACE
2017,RI,Rhode Island,NVSS,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,,Number,,,,Race/Ethnicity,American Indian or Alaska Native,,44,COPD,COPD1_1,RACE
2013,OR,Oregon,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of activity limitation among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,%,Age-adjusted Prevalence,,,,Race/Ethnicity,Hispanic,,41,COPD,COPD4_0_1,RACE
2020,CT,Connecticut,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),"cases per 100,000",Age-adjusted Rate,27.8,26.2,29.4,Race/Ethnicity,"White, non-Hispanic",,9,CVD,CVD1_5,RACE
2015,GA,Georgia,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,"cases per 100,000",Crude Rate,91.7,89.1,94.4,Gender,Male,,13,CVD,CVD1_3,GENDER
2012,CO,Colorado,CMS Part A Claims Data,Chronic Obstructive Pulmonary Disease,Hospitalization for chronic obstructive pulmonary disease as first-listed diagnosis among Medicare-eligible persons aged >= 65 years,"cases per 1,000",Age-adjusted Rate,8.43,8.12,8.74,Overall,Overall,,8,COPD,COPD5_3,OVERALL
2015,CA,California,BRFSS,Tobacco,Current cigarette smoking among women aged 18-44 years,%,Crude Prevalence,8.1,6.9,9.4,Overall,Overall,,6,TOB,TOB1_3,OVERALL
2016,GU,Guam,BRFSS,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,%,Crude Prevalence,,,,Race/Ethnicity,"White, non-Hispanic",,66,DIA,DIA13_2,RACE
2017,RI,Rhode Island,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,%,Crude Prevalence,13.4,9.3,19.1,Race/Ethnicity,Hispanic,,44,AST,AST1_1,RACE
2017,SD,South Dakota,BRFSS,Alcohol,Binge drinking frequency among adults aged >= 18 years who binge drink,Number,Age-adjusted Mean,,,,Race/Ethnicity,"Multiracial, non-Hispanic",,46,ALC,ALC3_0,RACE
2014,NY,New York,BRFSS,Overarching Conditions,Recent activity limitation among adults aged >= 18 years,Number,Mean,2.2,1.4,2.9,Race/Ethnicity,"Other, non-Hispanic",,36,OVC,OVC7_2,RACE
2020,CA,California,NVSS,Cardiovascular Disease,Mortality from heart failure,Number,Number,3986.0,,,Race/Ethnicity,Asian or Pacific Islander,,6,CVD,CVD1_4,RACE
2020,NE,Nebraska,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,Number,Number,1529.0,,,Gender,Male,,31,DIA,DIA1_1,GENDER
2013,MS,Mississippi,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease,%,Age-adjusted Prevalence,,,,Race/Ethnicity,"Multiracial, non-Hispanic",,28,COPD,COPD3_0,RACE
2012,MN,Minnesota,BRFSS,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults aged >= 18 years,%,Age-adjusted Prevalence,15.3,14.4,16.3,Race/Ethnicity,"White, non-Hispanic",,27,NPAW,NPAW10_0,RACE
2020,WA,Washington,NVSS,Asthma,Asthma mortality rate,"cases per 1,000,000",Crude Rate,14.5,11.5,18.1,Race/Ethnicity,"White, non-Hispanic",,53,AST,AST4_1,RACE
2020,TX,Texas,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),Number,Number,1645.0,,,Race/Ethnicity,"Black, non-Hispanic",,48,CVD,CVD1_5,RACE
2017,PA,Pennsylvania,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged >= 65 years with asthma,%,Crude Prevalence,64.3,47.1,78.5,Gender,Male,,42,AST,AST5_2,GENDER
2013,DE,Delaware,Statewide central cancer registries,Cancer,"Invasive cancer of the oral cavity or pharynx, incidence","per 100,000",Average Annual Crude Rate,15,13.9,16.2,Overall,Overall,,10,CAN,CAN10_1,OVERALL
2012,SC,South Carolina,BRFSS,Tobacco,Current cigarette smoking among women aged 18-44 years,%,Crude Prevalence,,,,Race/Ethnicity,"Other, non-Hispanic",,45,TOB,TOB1_3,RACE
2017,NH,New Hampshire,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",,Average Annual Number,,,,Race/Ethnicity,Hispanic,,33,CAN,CAN9_1,RACE
2020,PA,Pennsylvania,NVSS,Cardiovascular Disease,Mortality from heart failure,"cases per 100,000",Age-adjusted Rate,89.9,88.1,91.7,Gender,Female,,42,CVD,CVD1_4,GENDER
2013,KY,Kentucky,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of activity limitation among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,%,Crude Prevalence,,,,Race/Ethnicity,"Other, non-Hispanic",,21,COPD,COPD4_0_1,RACE
2011,GU,Guam,BRFSS,Overarching Conditions,Recent activity limitation among adults aged >= 18 years,Number,Age-adjusted Mean,,,,Race/Ethnicity,"Other, non-Hispanic",,66,OVC,OVC7_2,RACE
2013,WV,West Virginia,NVSS,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,"cases per 100,000",Age-adjusted Rate,159.7,148.4,171.0,Gender,Female,,54,COPD,COPD1_1,GENDER
2015,NJ,New Jersey,BRFSS,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with asthma,%,Crude Prevalence,,,,Race/Ethnicity,Hispanic,,34,AST,AST6_2,RACE
2011,SC,South Carolina,BRFSS,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease,%,Age-adjusted Prevalence,77.8,70.9,83.4,Gender,Male,,45,CVD,CVD10_2,GENDER
2017,AK,Alaska,SEDD; SID,Diabetes,Hospitalization with diabetes as a listed diagnosis,,Number,4478,,,Gender,Male,,2,DIA,DIA9_0,GENDER
2015,CT,Connecticut,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who have diabetes,%,Crude Prevalence,39.2,34.2,44.4,Gender,Male,,9,ART,ART1_3,GENDER
2011,MI,Michigan,BRFSS,Diabetes,Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes,%,Age-adjusted Prevalence,25.0,14.6,39.3,Race/Ethnicity,"Black, non-Hispanic",,26,DIA,DIA11_3,RACE
2010,FL,Florida,NVSS,Cardiovascular Disease,Mortality from heart failure,"cases per 100,000",Crude Rate,14.6,11.4,18.3,Race/Ethnicity,Asian or Pacific Islander,,12,CVD,CVD1_4,RACE
2019,LA,Louisiana,BRFSS,Arthritis,Fair or poor health among adults aged >= 18 years with arthritis,%,Age-adjusted Prevalence,37.7,33.5,42.2,Overall,Overall,,22,ART,ART4_0,OVERALL
2017,PA,Pennsylvania,BRFSS,"Nutrition, Physical Activity, and Weight Status",Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,%,Age-adjusted Prevalence,27.9,21.3,35.6,Race/Ethnicity,Hispanic,,42,NPAW,NPAW11_3,RACE
2015,NJ,New Jersey,NVSS,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,,Number,596.0,,,Race/Ethnicity,"Black, non-Hispanic",,34,COPD,COPD1_2,RACE
